Date,Open,High,Low,Close,Adj Close,Volume
4/26/2018,2651.649902,2676.47998,2647.159912,2666.939941,2666.939941,3665720000
4/27/2018,2675.469971,2677.350098,2659.01001,2669.909912,2669.909912,3219030000
4/30/2018,2682.51001,2682.870117,2648.040039,2648.050049,2648.050049,3734530000
5/1/2018,2642.959961,2655.27002,2625.409912,2654.800049,2654.800049,3559850000
5/2/2018,2654.23999,2660.870117,2631.699951,2635.669922,2635.669922,4010770000
5/3/2018,2628.080078,2637.139893,2594.620117,2629.72998,2629.72998,3851470000
5/4/2018,2621.449951,2670.929932,2615.320068,2663.419922,2663.419922,3327220000
5/7/2018,2680.340088,2683.350098,2664.699951,2672.629883,2672.629883,3237960000
5/8/2018,2670.26001,2676.340088,2655.199951,2671.919922,2671.919922,3717570000
5/9/2018,2678.120117,2701.27002,2674.139893,2697.790039,2697.790039,3909500000
5/10/2018,2705.02002,2726.110107,2704.540039,2723.070068,2723.070068,3333050000
5/11/2018,2722.699951,2732.860107,2717.449951,2727.719971,2727.719971,2862700000
5/14/2018,2738.469971,2742.100098,2725.469971,2730.129883,2730.129883,2972660000
5/15/2018,2718.590088,2718.590088,2701.909912,2711.449951,2711.449951,3290680000
5/16/2018,2712.620117,2727.76001,2712.169922,2722.459961,2722.459961,3202670000
5/17/2018,2719.709961,2731.959961,2711.360107,2720.129883,2720.129883,3475400000
5/18/2018,2717.350098,2719.5,2709.179932,2712.969971,2712.969971,3368690000
5/21/2018,2735.389893,2739.189941,2725.699951,2733.01001,2733.01001,3019890000
5/22/2018,2738.340088,2742.23999,2721.879883,2724.439941,2724.439941,3366310000
5/23/2018,2713.97998,2733.330078,2709.540039,2733.290039,2733.290039,3326290000
5/24/2018,2730.939941,2731.969971,2707.379883,2727.76001,2727.76001,3256030000
5/25/2018,2723.600098,2727.360107,2714.98999,2721.330078,2721.330078,2995260000
5/29/2018,2705.110107,2710.669922,2676.810059,2689.860107,2689.860107,3736890000
5/30/2018,2702.429932,2729.340088,2702.429932,2724.01001,2724.01001,3561050000
5/31/2018,2720.97998,2722.5,2700.679932,2705.27002,2705.27002,4235370000
6/1/2018,2718.699951,2736.929932,2718.699951,2734.620117,2734.620117,3684130000
6/4/2018,2741.669922,2749.159912,2740.540039,2746.870117,2746.870117,3376510000
6/5/2018,2748.459961,2752.610107,2739.51001,2748.800049,2748.800049,3517790000
6/6/2018,2753.25,2772.389893,2748.459961,2772.350098,2772.350098,3651640000
6/7/2018,2774.840088,2779.899902,2760.159912,2770.370117,2770.370117,3711330000
6/8/2018,2765.840088,2779.389893,2763.590088,2779.030029,2779.030029,3123210000
6/11/2018,2780.179932,2790.209961,2780.169922,2782,2782,3232330000
6/12/2018,2785.600098,2789.800049,2778.780029,2786.850098,2786.850098,3401010000
6/13/2018,2787.939941,2791.469971,2774.649902,2775.629883,2775.629883,3779230000
6/14/2018,2783.209961,2789.060059,2776.52002,2782.48999,2782.48999,3526890000
6/15/2018,2777.780029,2782.810059,2761.72998,2779.659912,2779.659912,5428790000
6/18/2018,2765.790039,2774.98999,2757.120117,2773.75,2773.75,3287150000
6/19/2018,2752.01001,2765.050049,2743.189941,2762.590088,2762.590088,3661470000
6/20/2018,2769.72998,2774.860107,2763.909912,2767.320068,2767.320068,3327600000
6/21/2018,2769.280029,2769.280029,2744.389893,2749.76001,2749.76001,3300060000
6/22/2018,2760.790039,2764.169922,2752.679932,2754.879883,2754.879883,5450550000
6/25/2018,2742.939941,2742.939941,2698.669922,2717.070068,2717.070068,3655080000
6/26/2018,2722.120117,2732.909912,2715.600098,2723.060059,2723.060059,3555090000
6/27/2018,2728.449951,2746.090088,2699.379883,2699.629883,2699.629883,3776090000
6/28/2018,2698.689941,2724.340088,2691.98999,2716.310059,2716.310059,3428140000
6/29/2018,2727.129883,2743.26001,2718.030029,2718.370117,2718.370117,3565620000
7/2/2018,2704.949951,2727.26001,2698.949951,2726.709961,2726.709961,3073650000
7/3/2018,2733.27002,2736.580078,2711.159912,2713.219971,2713.219971,1911470000
7/5/2018,2724.189941,2737.830078,2716.02002,2736.610107,2736.610107,2953420000
7/6/2018,2737.679932,2764.409912,2733.52002,2759.820068,2759.820068,2554780000
7/9/2018,2775.620117,2784.649902,2770.72998,2784.169922,2784.169922,3050040000
7/10/2018,2788.560059,2795.580078,2786.23999,2793.840088,2793.840088,3063850000
7/11/2018,2779.820068,2785.909912,2770.77002,2774.02002,2774.02002,2964740000
7/12/2018,2783.139893,2799.219971,2781.530029,2798.290039,2798.290039,2821690000
7/13/2018,2796.929932,2804.530029,2791.689941,2801.310059,2801.310059,2614000000
7/16/2018,2797.360107,2801.189941,2793.389893,2798.429932,2798.429932,2812230000
7/17/2018,2789.340088,2814.189941,2789.23999,2809.550049,2809.550049,3050730000
7/18/2018,2811.350098,2816.76001,2805.889893,2815.620117,2815.620117,3089780000
7/19/2018,2809.370117,2812.050049,2799.77002,2804.48999,2804.48999,3266700000
7/20/2018,2804.550049,2809.699951,2800.01001,2801.830078,2801.830078,3230210000
7/23/2018,2799.169922,2808.610107,2795.139893,2806.97998,2806.97998,2907430000
7/24/2018,2820.679932,2829.98999,2811.120117,2820.399902,2820.399902,3417530000
7/25/2018,2817.72998,2848.030029,2817.72998,2846.070068,2846.070068,3553010000
7/26/2018,2835.48999,2845.570068,2835.26001,2837.439941,2837.439941,3653330000
7/27/2018,2842.350098,2843.169922,2808.340088,2818.820068,2818.820068,3415710000
7/30/2018,2819,2821.73999,2798.110107,2802.600098,2802.600098,3245770000
7/31/2018,2809.72998,2824.459961,2808.060059,2816.290039,2816.290039,3892100000
8/1/2018,2821.169922,2825.830078,2805.850098,2813.360107,2813.360107,3496990000
8/2/2018,2800.47998,2829.909912,2796.340088,2827.219971,2827.219971,3467380000
8/3/2018,2829.620117,2840.379883,2827.370117,2840.350098,2840.350098,3030390000
8/6/2018,2840.290039,2853.290039,2835.97998,2850.399902,2850.399902,2874540000
8/7/2018,2855.919922,2863.429932,2855.919922,2858.449951,2858.449951,3162770000
8/8/2018,2856.790039,2862.439941,2853.090088,2857.699951,2857.699951,2972200000
8/9/2018,2857.189941,2862.47998,2851.97998,2853.580078,2853.580078,3047050000
8/10/2018,2838.899902,2842.199951,2825.810059,2833.280029,2833.280029,3256040000
8/13/2018,2835.459961,2843.399902,2819.879883,2821.929932,2821.929932,3158450000
8/14/2018,2827.879883,2843.110107,2826.580078,2839.959961,2839.959961,2976970000
8/15/2018,2827.949951,2827.949951,2802.48999,2818.370117,2818.370117,3645070000
8/16/2018,2831.439941,2850.48999,2831.439941,2840.689941,2840.689941,3219880000
8/17/2018,2838.320068,2855.629883,2833.72998,2850.129883,2850.129883,3024100000
8/20/2018,2853.929932,2859.76001,2850.620117,2857.050049,2857.050049,2748020000
8/21/2018,2861.51001,2873.22998,2861.320068,2862.959961,2862.959961,3147140000
8/22/2018,2860.98999,2867.540039,2856.050049,2861.820068,2861.820068,2689560000
8/23/2018,2860.290039,2868.780029,2854.030029,2856.97998,2856.97998,2713910000
8/24/2018,2862.350098,2876.159912,2862.350098,2874.689941,2874.689941,2596190000
8/27/2018,2884.689941,2898.25,2884.689941,2896.73999,2896.73999,2854080000
8/28/2018,2901.449951,2903.77002,2893.5,2897.52002,2897.52002,2683190000
8/29/2018,2900.620117,2916.5,2898.399902,2914.040039,2914.040039,2791860000
8/30/2018,2908.939941,2912.459961,2895.219971,2901.129883,2901.129883,2802180000
8/31/2018,2898.370117,2906.320068,2891.72998,2901.52002,2901.52002,2880260000
9/4/2018,2896.959961,2900.179932,2885.129883,2896.719971,2896.719971,3077060000
9/5/2018,2891.590088,2894.209961,2876.919922,2888.600098,2888.600098,3241250000
9/6/2018,2888.639893,2892.050049,2867.290039,2878.050049,2878.050049,3139590000
9/7/2018,2868.26001,2883.810059,2864.120117,2871.679932,2871.679932,2946270000
9/10/2018,2881.389893,2886.929932,2875.939941,2877.129883,2877.129883,2731400000
9/11/2018,2871.570068,2892.52002,2866.780029,2887.889893,2887.889893,2899660000
9/12/2018,2888.290039,2894.649902,2879.199951,2888.919922,2888.919922,3264930000
9/13/2018,2896.850098,2906.76001,2896.389893,2904.179932,2904.179932,3254930000
9/14/2018,2906.379883,2908.300049,2895.77002,2904.97998,2904.97998,3149800000
9/17/2018,2903.830078,2904.649902,2886.159912,2888.800049,2888.800049,2947760000
9/18/2018,2890.73999,2911.169922,2890.429932,2904.310059,2904.310059,3074610000
9/19/2018,2906.600098,2912.360107,2903.820068,2907.949951,2907.949951,3280020000
9/20/2018,2919.72998,2934.800049,2919.72998,2930.75,2930.75,3337730000
9/21/2018,2936.76001,2940.909912,2927.110107,2929.669922,2929.669922,5607610000
9/24/2018,2921.830078,2923.790039,2912.629883,2919.370117,2919.370117,3372210000
9/25/2018,2921.75,2923.949951,2913.699951,2915.560059,2915.560059,3285480000
9/26/2018,2916.97998,2931.149902,2903.280029,2905.969971,2905.969971,3388620000
9/27/2018,2911.649902,2927.219971,2909.27002,2914,2914,3060850000
9/28/2018,2910.030029,2920.530029,2907.5,2913.97998,2913.97998,3432300000
10/1/2018,2926.290039,2937.060059,2917.909912,2924.590088,2924.590088,3364190000
10/2/2018,2923.800049,2931.419922,2919.370117,2923.429932,2923.429932,3401880000
10/3/2018,2931.689941,2939.860107,2921.360107,2925.51001,2925.51001,3598710000
10/4/2018,2919.350098,2919.780029,2883.919922,2901.610107,2901.610107,3496860000
10/5/2018,2902.540039,2909.639893,2869.290039,2885.570068,2885.570068,3328980000
10/8/2018,2877.530029,2889.449951,2862.080078,2884.429932,2884.429932,3330320000
10/9/2018,2882.51001,2894.830078,2874.27002,2880.340088,2880.340088,3520500000
10/10/2018,2873.899902,2874.02002,2784.860107,2785.679932,2785.679932,4501250000
10/11/2018,2776.870117,2795.139893,2710.51001,2728.370117,2728.370117,4890630000
10/12/2018,2770.540039,2775.77002,2729.439941,2767.129883,2767.129883,3966040000
10/15/2018,2763.830078,2775.98999,2749.030029,2750.790039,2750.790039,3300140000
10/16/2018,2767.050049,2813.459961,2766.909912,2809.919922,2809.919922,3428340000
10/17/2018,2811.669922,2816.939941,2781.810059,2809.209961,2809.209961,3321710000
10/18/2018,2802,2806.040039,2755.179932,2768.780029,2768.780029,3616440000
10/19/2018,2775.659912,2797.77002,2760.27002,2767.780029,2767.780029,3566490000
10/22/2018,2773.939941,2778.939941,2749.219971,2755.879883,2755.879883,3307140000
10/23/2018,2721.030029,2753.590088,2691.429932,2740.689941,2740.689941,4348580000
10/24/2018,2737.870117,2742.590088,2651.889893,2656.100098,2656.100098,4709310000
10/25/2018,2674.879883,2722.699951,2667.840088,2705.570068,2705.570068,4634770000
